AccountNumber,CustomerID,AccountType,AccountBalance,DateAccountOpening,LastTransactionDate,BranchID,DateAccountClosing,BankerID
102609,2609,Current,809.22,11/15/2018,12/27/2021,3,,
103164,3164,Current,"5,757.99",4/28/2015,12/27/2021,86,,
104479,4479,Savings,"9,193.57",9/8/2011,12/27/2021,17,,
104169,4169,Current,"5,924.01",4/18/2002,12/27/2021,79,,
103014,3014,Savings,"1,099.19",7/24/2001,12/27/2021,99,,
100624,624,Savings,"9,443.10",11/26/2021,12/26/2021,30,,
101927,1927,Current,"8,745.25",4/22/2019,12/26/2021,10,,
102154,2154,Current,"2,310.03",10/7/2011,12/26/2021,51,,
100229,229,Current,"5,276.63",8/29/2003,12/26/2021,89,,
101019,1019,Savings,"6,952.54",8/16/2012,12/25/2021,34,,
103104,3104,Current,"7,291.80",8/11/2009,12/25/2021,78,,
104244,4244,Current,"1,428.82",12/30/2008,12/25/2021,74,,
102964,2964,Savings,"3,344.75",2/24/2002,12/25/2021,4,,
100429,429,Savings,"1,108.52",12/7/2006,12/24/2021,5,,
101089,1089,Current,"7,879.20",2/28/2005,12/24/2021,82,,
101724,1724,Savings,"4,674.05",7/31/2002,12/24/2021,61,,
100664,664,Current,"9,217.78",11/5/2014,12/23/2021,80,,
103964,3964,Savings,"7,337.35",5/1/2007,12/23/2021,90,,
104249,4249,Savings,360.72,9/6/2006,12/23/2021,78,,
101972,1972,Savings,191.16,4/22/2019,12/22/2021,82,,
102509,2509,Savings,"2,575.54",9/21/2018,12/22/2021,31,,
101794,1794,Current,223.7,6/14/2014,12/22/2021,64,,
103954,3954,Savings,"2,223.85",6/21/2012,12/22/2021,77,,
104889,4889,Current,"9,010.08",5/18/2009,12/22/2021,99,,
104254,4254,Current,466.07,11/6/2008,12/22/2021,14,,
100844,844,Current,"8,619.07",4/13/2001,12/22/2021,88,,
103068,3068,Savings,"1,621.13",4/22/2019,12/21/2021,34,,
102554,2554,Current,215.28,5/15/2019,12/21/2021,1,,
100344,344,Current,"1,806.21",12/27/2009,12/21/2021,28,,
101254,1254,Current,"2,442.24",1/6/2021,12/20/2021,99,,
102714,2714,Savings,780.02,2/16/2017,12/20/2021,71,,
101484,1484,Savings,"1,160.81",12/24/2007,12/20/2021,16,,
102204,2204,Savings,163.67,1/16/2007,12/20/2021,17,,
101239,1239,Current,704.26,11/2/2004,12/20/2021,12,,
102969,2969,Current,"1,056.29",9/20/2003,12/19/2021,75,,
100257,257,Savings,"9,102.39",4/22/2019,12/18/2021,33,,
102309,2309,Savings,"7,791.72",4/12/2017,12/18/2021,91,,
103049,3049,Savings,"8,301.11",4/13/2006,12/18/2021,27,,
103064,3064,Savings,"7,643.96",11/24/2001,12/18/2021,52,,
104194,4194,Current,"9,632.12",1/2/2019,12/17/2021,8,,
102494,2494,Savings,"6,487.88",5/7/2018,12/17/2021,98,,
103504,3504,Current,"4,974.18",6/30/2003,12/17/2021,57,,
104974,4974,Savings,"8,728.95",5/25/2020,12/16/2021,44,,
104524,4524,Savings,"9,030.47",1/18/2015,12/16/2021,3,,
103054,3054,Savings,"8,766.50",11/29/2007,12/16/2021,14,,
102354,2354,Savings,"9,376.85",4/4/2001,12/16/2021,42,,
102344,2344,Current,"8,132.41",9/15/2012,12/15/2021,81,,
103719,3719,Current,"8,636.55",12/9/2011,12/14/2021,46,,
102622,2622,Current,"4,412.45",4/23/2019,12/13/2021,75,,
101429,1429,Savings,"5,910.56",6/7/2009,12/13/2021,37,,
101664,1664,Current,"6,802.36",1/5/2007,12/13/2021,32,,
102084,2084,Current,"4,411.34",3/1/2017,12/12/2021,50,,
103899,3899,Savings,"5,797.90",4/29/2015,12/12/2021,26,,
102734,2734,Current,"7,869.18",10/24/2011,12/12/2021,93,,
102604,2604,Current,"4,228.35",5/9/2004,12/12/2021,24,,
102089,2089,Savings,"6,985.48",2/18/2004,12/10/2021,29,,
104364,4364,Current,"3,220.00",5/1/2020,12/9/2021,51,,
101784,1784,Savings,"1,545.29",5/30/2019,12/9/2021,64,,
102459,2459,Savings,"1,764.69",11/14/2017,12/9/2021,72,,
104609,4609,Savings,"3,437.53",8/4/2016,12/9/2021,73,,
100394,394,Current,"3,138.88",6/19/2001,12/9/2021,77,,
104654,4654,Savings,"4,965.12",4/12/2001,12/9/2021,15,,
100979,979,Savings,281.22,1/26/2011,12/8/2021,8,,
100749,749,Current,"5,516.27",7/14/2013,12/7/2021,61,,
102674,2674,Savings,"9,390.00",9/14/2007,12/7/2021,32,,
104849,4849,Current,549.7,1/9/2005,12/7/2021,19,,
100549,549,Savings,"9,684.08",2/10/2001,12/7/2021,61,,
101396,1396,Current,"9,299.13",4/25/2019,12/6/2021,28,8/27/2022,
102134,2134,Current,"7,203.68",10/29/2010,12/6/2021,35,8/28/2022,
101804,1804,Current,"4,849.03",12/25/2004,12/6/2021,84,8/29/2022,
101544,1544,Savings,"3,398.34",1/26/2004,12/6/2021,89,8/30/2022,
101849,1849,Savings,"7,113.30",10/7/2002,12/6/2021,28,8/31/2022,
102486,2486,Current,"2,731.87",4/26/2019,12/5/2021,29,9/1/2022,
102488,2488,Current,"8,513.89",4/27/2019,12/5/2021,49,9/2/2022,
103749,3749,Savings,"3,302.14",7/21/2004,12/5/2021,96,9/3/2022,
104554,4554,Current,"9,142.09",7/7/2002,12/5/2021,5,9/4/2022,
103974,3974,Current,"5,397.00",10/6/2018,12/3/2021,70,9/5/2022,
101329,1329,Savings,"1,373.88",8/9/2016,12/3/2021,97,9/6/2022,
101984,1984,Current,712.04,5/22/2016,12/3/2021,99,9/7/2022,
104449,4449,Current,"4,716.47",6/21/2014,12/3/2021,8,,
100484,484,Savings,"7,806.22",3/16/2013,12/3/2021,61,,
101749,1749,Current,"2,806.72",7/11/2011,12/3/2021,50,,
102724,2724,Savings,"8,042.44",11/24/2001,12/3/2021,96,,
104259,4259,Current,"3,234.36",1/3/2020,12/2/2021,98,,
102394,2394,Savings,"8,742.71",8/13/2019,12/2/2021,7,,
100404,404,Savings,"5,013.41",1/8/2019,12/2/2021,90,,
104989,4989,Current,"4,400.24",10/21/2015,12/2/2021,90,,
102614,2614,Current,"6,388.80",10/1/2014,12/2/2021,38,,
101879,1879,Savings,"1,666.10",4/6/2012,12/2/2021,69,,
102059,2059,Savings,944.84,4/28/2019,12/1/2021,65,,
101214,1214,Savings,"4,616.97",2/9/2009,12/1/2021,22,,
104384,4384,Current,"6,277.38",2/19/2006,12/1/2021,67,,
100872,872,Savings,"8,369.59",4/29/2019,11/29/2021,79,,
100659,659,Savings,"8,415.33",5/23/2008,11/29/2021,20,,
103999,3999,Savings,491.73,10/19/2004,11/29/2021,59,,
103234,3234,Current,"7,860.71",12/21/2002,11/29/2021,79,,
103109,3109,Current,"8,095.10",2/11/2001,11/29/2021,31,,
100334,334,Current,"4,991.10",4/30/2019,11/28/2021,54,,
103016,3016,Savings,"9,456.01",5/1/2019,11/27/2021,13,,
102289,2289,Savings,"3,866.69",1/31/2014,11/27/2021,67,,
101874,1874,Savings,"3,886.45",3/25/2011,11/27/2021,95,,
104624,4624,Savings,"8,373.75",10/24/2003,11/27/2021,67,,
103578,3578,Savings,"4,926.73",5/2/2019,11/26/2021,53,,
104159,4159,Current,"3,747.14",9/20/2014,11/26/2021,99,,
101884,1884,Current,"9,155.00",11/16/2012,11/26/2021,7,,
104389,4389,Current,"8,734.93",11/22/2010,11/26/2021,45,,
102199,2199,Current,"8,223.31",4/11/2010,11/26/2021,77,,
101534,1534,Current,"9,078.51",10/13/2005,11/25/2021,48,,
101739,1739,Current,"9,323.39",10/21/2001,11/25/2021,24,,
104559,4559,Savings,"5,574.78",9/30/2000,11/25/2021,76,,
101299,1299,Current,"6,066.32",6/16/2000,11/25/2021,36,,
102774,2774,Savings,"3,572.45",11/1/2019,11/24/2021,78,,
104884,4884,Savings,"6,708.38",1/25/2012,11/24/2021,23,,
101269,1269,Savings,"8,167.02",6/8/2003,11/24/2021,64,,
103314,3314,Current,"7,335.17",3/8/2002,11/24/2021,95,,
100939,939,Savings,"8,862.07",1/14/2015,11/23/2021,99,,
100279,279,Current,"1,073.94",11/11/2010,11/23/2021,83,,
100224,224,Savings,"2,890.50",12/25/2008,11/23/2021,61,,
101529,1529,Current,"5,180.41",7/3/2004,11/23/2021,17,,
104684,4684,Current,"9,381.72",3/24/2000,11/23/2021,50,,
103478,3478,Savings,"5,888.92",5/4/2019,11/22/2021,98,,
101334,1334,Savings,"5,614.05",1/3/2015,11/22/2021,29,,
101799,1799,Savings,"4,972.87",1/1/2004,11/22/2021,66,,
100874,874,Savings,"8,999.52",7/21/2001,11/22/2021,24,,
103844,3844,Savings,"2,819.27",4/23/2000,11/22/2021,76,,
102119,2119,Current,"9,461.47",11/10/2002,11/21/2021,44,,
103279,3279,Savings,"9,564.74",2/11/2005,11/20/2021,79,,
102694,2694,Savings,"3,485.24",1/15/2005,11/20/2021,55,,
103254,3254,Savings,"9,808.21",5/5/2019,11/19/2021,32,,
104874,4874,Savings,"1,632.04",8/17/2001,11/19/2021,96,,
101004,1004,Current,"3,006.68",2/26/2003,11/18/2021,85,,
100759,759,Savings,"7,984.36",12/24/2010,11/17/2021,50,,
101744,1744,Current,"9,384.92",7/1/2010,11/16/2021,55,,
102419,2419,Current,"4,435.28",6/8/2010,11/16/2021,16,,
103249,3249,Current,"5,495.83",6/17/2001,11/16/2021,97,,
102474,2474,Savings,"5,495.14",11/22/2001,11/15/2021,71,,
100769,769,Savings,"3,561.59",3/16/2020,11/14/2021,99,,
102229,2229,Current,"3,208.86",6/2/2018,11/14/2021,75,,
102988,2988,Current,"6,802.28",5/6/2019,11/13/2021,80,,
101864,1864,Savings,"7,855.69",4/3/2009,11/13/2021,56,,
103674,3674,Current,"5,441.00",6/2/2003,11/13/2021,48,,
102839,2839,Savings,"3,184.94",11/21/2016,11/12/2021,25,,
101409,1409,Savings,"1,405.96",4/16/2006,11/11/2021,35,,
103669,3669,Savings,"3,129.03",2/22/2020,11/10/2021,55,,
103569,3569,Current,"6,456.68",4/27/2005,11/10/2021,63,,
104894,4894,Current,"1,883.48",3/15/2001,11/10/2021,67,,
101809,1809,Current,"3,322.41",5/3/2017,11/9/2021,66,,
104119,4119,Current,"9,931.07",2/11/2009,11/9/2021,1,,
102029,2029,Savings,"2,469.66",10/19/2001,11/9/2021,44,,
102323,2323,Current,"3,398.52",5/9/2019,11/8/2021,27,,
104444,4444,Savings,"4,866.25",5/10/2019,11/8/2021,74,,
100964,964,Savings,143.8,8/6/2020,11/8/2021,4,,
102359,2359,Current,"3,516.68",10/12/2012,11/8/2021,98,,
102004,2004,Savings,"1,327.69",3/19/2012,11/8/2021,90,,
104214,4214,Savings,"8,552.45",9/18/2011,11/8/2021,99,,
101684,1684,Current,"8,089.71",7/6/2006,11/8/2021,3,,
104219,4219,Current,"1,187.84",7/18/2019,11/7/2021,49,,
103194,3194,Current,"4,206.40",10/29/2009,11/7/2021,85,,
102939,2939,Current,"4,065.49",8/5/2019,11/6/2021,39,,
103349,3349,Savings,"4,578.56",12/13/2005,11/6/2021,83,,
104539,4539,Current,"4,584.84",1/30/2019,11/5/2021,81,,
104719,4719,Savings,"9,026.49",6/3/2015,11/5/2021,86,,
100009,9,Current,"1,109.30",4/29/2012,11/5/2021,66,,
100309,309,Current,143.73,8/23/2016,11/4/2021,29,,
100654,654,Savings,591.2,10/13/2011,11/4/2021,68,,
101929,1929,Current,"1,275.60",6/12/2009,11/4/2021,86,,
104049,4049,Current,"7,087.22",9/10/2020,11/3/2021,52,,
104852,4852,Current,"8,348.28",10/4/2019,11/3/2021,46,,
101444,1444,Current,"1,988.55",6/20/2012,11/3/2021,84,,
104659,4659,Savings,"9,856.54",3/19/2011,11/2/2021,22,,
104836,4836,Current,"4,550.02",5/13/2019,11/1/2021,73,,
104072,4072,Savings,"5,392.90",5/15/2019,10/31/2021,28,,
101859,1859,Current,574.46,5/29/2019,10/31/2021,84,,
102759,2759,Savings,"6,880.57",11/17/2018,10/31/2021,92,,
103174,3174,Savings,"7,521.06",1/31/2017,10/31/2021,67,,
102343,2343,Current,"6,182.86",5/16/2019,10/30/2021,26,,
100924,924,Savings,"8,347.98",12/23/2020,10/30/2021,52,,
101834,1834,Current,"1,879.53",8/26/2014,10/30/2021,2,,
103994,3994,Savings,"1,057.06",11/10/2012,10/30/2021,85,,
104336,4336,Current,"9,370.10",5/17/2019,10/29/2021,89,,
104674,4674,Current,"7,683.15",8/18/2016,10/29/2021,92,,
102019,2019,Savings,837.78,10/20/2020,10/28/2021,45,,
104879,4879,Savings,"5,126.84",4/10/2019,10/28/2021,97,,
100109,109,Current,"1,731.19",11/27/2018,10/28/2021,51,,
102889,2889,Savings,"4,645.71",2/24/2001,10/28/2021,85,,
101894,1894,Savings,"7,470.72",5/19/2019,10/27/2021,46,,
101394,1394,Current,"1,896.32",5/20/2019,10/27/2021,6,,
103984,3984,Savings,"5,379.77",12/16/2020,10/25/2021,45,,
102279,2279,Current,"9,509.55",7/28/2019,10/25/2021,63,,
102424,2424,Current,"9,324.88",6/7/2014,10/25/2021,15,,
100824,824,Savings,"4,483.14",5/30/2002,10/24/2021,2,,
104459,4459,Current,"9,649.71",8/27/2014,10/22/2021,98,,
101319,1319,Current,"8,824.53",10/20/2018,10/21/2021,77,,
102039,2039,Savings,"5,744.22",5/22/2019,10/20/2021,96,,
102348,2348,Savings,"4,384.42",5/23/2019,10/20/2021,26,,
104579,4579,Savings,"6,170.11",10/25/2012,10/20/2021,96,,
101054,1054,Savings,"6,972.95",2/17/2006,10/20/2021,7,1/30/2022,
103944,3944,Current,"6,036.59",7/27/2011,10/19/2021,49,1/31/2022,
104089,4089,Savings,"9,750.45",2/15/2003,10/19/2021,46,2/1/2022,
103103,3103,Current,"6,975.74",2/16/2003,10/18/2021,30,2/2/2022,
102666,2666,Savings,216.29,2/17/2003,10/16/2021,77,2/3/2022,
104021,4021,Current,"4,961.78",2/18/2003,10/16/2021,41,2/4/2022,
104432,4432,Savings,"3,827.77",2/19/2003,10/16/2021,84,2/5/2022,
104519,4519,Current,718.67,1/29/2014,10/16/2021,98,2/6/2022,
100359,359,Current,808.24,10/17/2010,10/15/2021,55,,
104714,4714,Current,"6,983.25",2/25/2008,10/15/2021,93,,
102739,2739,Current,"6,250.00",10/2/2006,10/15/2021,5,,
102589,2589,Savings,"3,238.49",10/12/2003,10/15/2021,76,,
100592,592,Savings,"4,912.03",10/13/2003,10/14/2021,15,,
101478,1478,Current,"1,688.49",10/14/2003,10/14/2021,47,,
102539,2539,Savings,"6,078.29",9/15/2013,10/14/2021,23,,
104314,4314,Current,"2,151.28",4/22/2013,10/14/2021,72,,
102879,2879,Current,871.77,8/29/2010,10/14/2021,9,,
104919,4919,Savings,"9,056.64",7/5/2006,10/14/2021,25,,
100189,189,Savings,"7,044.86",6/6/2006,10/14/2021,80,,
101229,1229,Current,"1,355.80",5/27/2020,10/13/2021,50,,
104094,4094,Savings,800.68,9/12/2021,10/12/2021,67,,
104534,4534,Current,"7,406.20",5/23/2011,10/12/2021,55,,
100734,734,Current,"1,267.86",4/2/2011,10/12/2021,97,,
103574,3574,Savings,"4,548.09",12/3/2010,10/11/2021,36,,
103849,3849,Savings,321.32,4/1/2009,10/11/2021,46,,
104399,4399,Savings,"7,682.42",9/9/2021,10/9/2021,95,,
103439,3439,Current,523.28,8/30/2000,10/9/2021,52,,
102507,2507,Current,"6,759.82",9/8/2021,10/8/2021,12,,
103939,3939,Current,"3,367.44",12/1/2006,10/8/2021,47,,
100051,51,Current,"9,123.83",9/7/2021,10/7/2021,32,,
103469,3469,Current,"5,001.61",9/7/2021,10/7/2021,99,,
104839,4839,Savings,"7,585.57",1/8/2020,10/7/2021,1,,
102929,2929,Savings,"6,959.73",6/11/2018,10/7/2021,41,,
101389,1389,Current,"1,214.23",8/4/2013,10/7/2021,20,,
101519,1519,Savings,"8,670.64",6/5/2005,10/7/2021,43,,
104854,4854,Savings,"9,106.04",11/17/2002,10/7/2021,65,3/30/2022,
104784,4784,Current,"5,594.84",5/13/2002,10/7/2021,25,3/31/2022,
101873,1873,Current,"2,362.49",9/6/2021,10/6/2021,33,4/1/2022,
103983,3983,Savings,"8,880.83",9/6/2021,10/6/2021,16,4/2/2022,
100629,629,Current,"9,654.19",8/7/2015,10/6/2021,88,4/3/2022,
101404,1404,Current,"5,444.31",1/24/2002,10/6/2021,79,4/4/2022,
104409,4409,Current,643.99,9/5/2021,10/5/2021,35,,
101459,1459,Savings,"6,090.56",9/5/2010,10/5/2021,26,,
104914,4914,Current,874,4/12/2009,10/5/2021,63,,
100534,534,Current,"6,016.24",11/26/2003,10/5/2021,93,,
100254,254,Savings,627.38,12/26/2012,10/4/2021,38,,
101944,1944,Current,124.6,7/22/2006,10/4/2021,51,,
104789,4789,Current,"6,410.58",5/29/2004,10/4/2021,50,,
101666,1666,Savings,"6,918.99",9/3/2021,10/3/2021,67,,
100134,134,Savings,"6,121.38",9/9/2013,10/2/2021,37,,
101974,1974,Savings,"2,878.31",7/26/2011,10/2/2021,98,,
102249,2249,Current,"6,464.45",2/3/2007,10/2/2021,1,,
100834,834,Current,415.05,10/21/2001,10/2/2021,86,,
102284,2284,Savings,"6,893.93",9/1/2021,10/1/2021,66,,
102399,2399,Savings,"2,128.46",9/6/2020,9/30/2021,92,,
101219,1219,Current,"7,151.37",4/30/2014,9/30/2021,22,5/30/2022,
102054,2054,Current,"1,224.78",5/3/2003,9/30/2021,40,5/31/2022,
102654,2654,Current,"6,006.41",11/22/2002,9/30/2021,47,6/1/2022,
100298,298,Current,"8,524.11",8/30/2021,9/29/2021,61,6/2/2022,
103491,3491,Current,"4,041.69",8/29/2021,9/28/2021,47,6/3/2022,
100919,919,Savings,"3,838.07",2/24/2010,9/28/2021,92,6/4/2022,
104274,4274,Current,"3,851.88",2/17/2006,9/28/2021,84,6/5/2022,
101079,1079,Savings,"9,587.73",2/6/2003,9/28/2021,90,6/6/2022,
104379,4379,Current,343.12,6/3/2018,9/27/2021,13,6/7/2022,
104699,4699,Savings,"8,177.50",11/8/2013,9/27/2021,59,6/8/2022,
101344,1344,Savings,"1,056.06",8/3/2013,9/27/2021,61,,
101554,1554,Savings,"7,654.37",12/27/2002,9/27/2021,81,,
101434,1434,Savings,"3,260.37",6/15/2020,9/26/2021,56,,
103989,3989,Savings,"6,503.14",10/2/2000,9/26/2021,4,,
104067,4067,Savings,"8,249.46",8/26/2021,9/25/2021,93,,
101969,1969,Current,"3,388.23",2/8/2020,9/25/2021,51,,
100504,504,Savings,"7,092.67",3/24/2019,9/25/2021,39,,
102834,2834,Current,"6,249.15",11/6/2014,9/25/2021,30,,
102894,2894,Current,"8,253.18",7/27/2012,9/25/2021,92,,
100169,169,Savings,"3,669.96",11/27/2007,9/25/2021,25,,
102849,2849,Savings,"9,485.92",6/20/2003,9/25/2021,47,,
103334,3334,Current,481.3,7/28/2011,9/24/2021,85,,
104419,4419,Current,"1,446.53",12/10/2004,9/24/2021,58,,
100379,379,Savings,"5,649.05",4/19/2000,9/24/2021,7,,
104673,4673,Current,"9,393.88",8/24/2021,9/23/2021,13,,
100559,559,Savings,"4,508.34",1/21/2015,9/23/2021,97,,
101619,1619,Savings,"7,470.25",4/12/2011,9/23/2021,96,,
104494,4494,Savings,"4,127.71",2/18/2006,9/23/2021,67,,
101579,1579,Savings,"7,612.13",12/28/2000,9/23/2021,7,,
102949,2949,Savings,"4,397.30",2/9/2016,9/22/2021,35,,
102339,2339,Savings,"5,655.84",10/7/2009,9/22/2021,61,,
104299,4299,Current,"3,478.75",6/15/2006,9/22/2021,44,,
102189,2189,Savings,999.02,5/10/2006,9/22/2021,53,,
101779,1779,Savings,949.22,4/9/2014,9/21/2021,49,,
103524,3524,Current,"8,167.85",9/27/2011,9/21/2021,13,,
102514,2514,Current,"7,660.79",3/2/2011,9/21/2021,64,,
102114,2114,Current,"9,618.46",11/17/2010,9/21/2021,85,,
101774,1774,Savings,"6,217.34",2/27/2010,9/21/2021,19,,
103289,3289,Savings,"2,197.29",10/20/2002,9/21/2021,35,,
102549,2549,Savings,"7,609.81",2/5/2002,9/21/2021,56,,
100212,212,Savings,814.2,8/21/2021,9/20/2021,15,,
103549,3549,Current,"1,230.17",7/26/2016,9/20/2021,55,,
103319,3319,Current,"7,394.80",1/1/2014,9/20/2021,47,,
100589,589,Savings,552.96,8/25/2006,9/20/2021,59,,
103559,3559,Savings,"2,118.05",6/22/2011,9/17/2021,66,,
102974,2974,Savings,"4,007.24",1/23/2008,9/17/2021,8,,
100234,234,Savings,"7,859.99",1/2/2000,9/17/2021,33,,
102874,2874,Current,"1,386.97",12/17/2016,9/16/2021,94,,
104329,4329,Current,"7,201.56",5/29/2016,9/15/2021,82,,
104264,4264,Current,"5,250.57",10/4/2013,9/15/2021,15,,
101514,1514,Savings,"6,378.38",7/1/2011,9/14/2021,62,,
100172,172,Savings,614.03,8/14/2021,9/13/2021,51,,
104629,4629,Savings,"2,938.20",7/31/2015,9/13/2021,25,,
103804,3804,Current,"4,388.27",11/9/2010,9/13/2021,6,,
100989,989,Current,"9,148.46",11/4/2009,9/13/2021,34,,
102434,2434,Current,"7,764.81",8/20/2000,9/13/2021,9,,
101789,1789,Savings,192.61,8/10/2021,9/12/2021,1,,
104484,4484,Savings,"2,643.39",8/25/2014,9/12/2021,68,,
103139,3139,Current,"9,883.96",10/5/2005,9/12/2021,27,6/30/2022,
100967,967,Current,"6,016.09",8/12/2021,9/11/2021,57,7/1/2022,
103664,3664,Current,"7,291.27",5/13/2021,9/11/2021,30,7/2/2022,
104009,4009,Savings,"3,539.99",12/17/2017,9/11/2021,79,7/3/2022,
103769,3769,Savings,"6,219.06",5/22/2009,9/11/2021,98,7/4/2022,
100934,934,Savings,"7,320.23",8/11/2021,9/10/2021,39,7/5/2022,
104599,4599,Savings,"9,311.48",3/25/2014,9/10/2021,3,7/6/2022,
104604,4604,Current,"5,274.53",9/29/2019,9/9/2021,56,7/7/2022,
104504,4504,Current,271.25,4/3/2019,9/9/2021,64,,
102864,2864,Current,409.85,4/4/2017,9/9/2021,34,,
101644,1644,Current,"7,678.78",8/31/2006,9/9/2021,4,,
101759,1759,Current,"3,668.21",1/24/2004,9/9/2021,84,,
100518,518,Savings,"8,237.05",8/9/2021,9/8/2021,87,,
100149,149,Savings,"3,892.74",5/17/2000,9/8/2021,88,,
101721,1721,Current,"7,835.24",8/8/2021,9/7/2021,75,,
103119,3119,Savings,620.71,6/29/2015,9/7/2021,17,,
100034,34,Savings,"6,439.03",8/23/2005,9/7/2021,56,,
101084,1084,Current,"8,246.32",4/14/2020,9/6/2021,74,,
103209,3209,Savings,"7,856.38",2/13/2018,9/6/2021,30,,
100854,854,Savings,"3,720.88",3/24/2017,9/6/2021,85,,
102574,2574,Savings,"2,750.58",12/19/2015,9/6/2021,14,,
100524,524,Savings,"1,101.48",11/4/2015,9/6/2021,56,,
103854,3854,Savings,"2,817.01",8/6/2021,9/5/2021,89,,
104869,4869,Current,"3,893.32",12/2/2018,9/5/2021,98,,
100329,329,Savings,291.18,4/12/2018,9/5/2021,99,,
103474,3474,Savings,421.99,7/27/2016,9/5/2021,32,,
101099,1099,Current,412.02,6/15/2002,9/5/2021,19,,
101489,1489,Savings,"6,642.76",7/19/2020,9/4/2021,27,,
101129,1129,Current,"7,432.11",8/4/2021,9/3/2021,38,,
102364,2364,Savings,"4,720.98",12/21/2018,9/3/2021,34,,
100209,209,Current,"2,965.62",8/23/2018,9/3/2021,92,,
102764,2764,Savings,"7,738.36",2/24/2016,9/3/2021,66,,
101014,1014,Savings,"7,954.28",2/19/2014,9/3/2021,63,,
104069,4069,Current,"7,170.04",2/1/2011,9/3/2021,57,,
101654,1654,Current,"5,511.31",10/30/2020,9/2/2021,13,,
104724,4724,Current,"2,647.44",6/14/2017,9/2/2021,88,,
100064,64,Current,"9,330.41",11/9/2012,9/2/2021,24,,
100694,694,Savings,"9,116.83",10/28/2004,9/2/2021,49,,
101844,1844,Savings,"7,236.37",8/26/2021,9/1/2021,84,,
104764,4764,Savings,"7,792.08",11/11/2014,8/31/2021,22,,
100439,439,Current,"7,045.67",9/27/2006,8/31/2021,41,,
102664,2664,Savings,"3,226.43",7/1/2003,8/31/2021,27,,
104744,4744,Savings,"4,245.04",1/1/2001,8/31/2021,9,,
104144,4144,Current,500.49,10/12/2007,8/30/2021,2,,
101144,1144,Current,"3,029.62",11/2/2003,8/30/2021,21,,
101408,1408,Current,"5,179.50",7/29/2021,8/28/2021,30,,
102944,2944,Current,774.75,9/4/2003,8/28/2021,74,,
104709,4709,Savings,"2,678.70",7/10/2012,8/27/2021,51,,
104514,4514,Current,"3,596.25",8/9/2001,8/27/2021,6,,
102981,2981,Savings,"2,000.82",7/26/2021,8/25/2021,79,,
102991,2991,Savings,"1,038.38",7/26/2021,8/25/2021,36,,
101914,1914,Current,"1,774.03",5/6/2009,8/25/2021,29,,
100814,814,Savings,"8,597.15",12/24/2002,8/24/2021,94,,
102324,2324,Current,"2,863.67",4/10/2001,8/24/2021,47,,
104184,4184,Current,"1,868.70",9/7/2016,8/23/2021,99,,
102669,2669,Current,"2,508.28",11/18/2015,8/23/2021,88,,
102479,2479,Savings,"1,135.69",11/2/2014,8/23/2021,33,,
100174,174,Savings,"7,876.90",8/30/2002,8/23/2021,75,,
103526,3526,Savings,892.41,7/23/2021,8/22/2021,73,,
101189,1189,Savings,"9,069.69",5/23/2016,8/22/2021,73,,
101494,1494,Savings,254.61,9/17/2006,8/22/2021,8,,
101639,1639,Savings,"8,492.08",7/22/2021,8/21/2021,37,,
102709,2709,Current,"5,358.81",10/15/2014,8/21/2021,99,,
102329,2329,Savings,"1,026.15",11/4/2013,8/21/2021,18,,
102989,2989,Current,"6,794.00",4/28/2013,8/21/2021,69,,
100949,949,Current,"2,856.52",3/29/2013,8/21/2021,52,,
102824,2824,Savings,774.37,11/30/2001,8/21/2021,71,,
102754,2754,Savings,"5,010.07",4/9/2015,8/20/2021,46,,
103359,3359,Savings,"4,237.58",12/20/2003,8/20/2021,4,,
104834,4834,Savings,"8,053.03",9/3/2003,8/20/2021,69,,
103599,3599,Current,"9,397.33",12/25/2001,8/20/2021,13,,
101449,1449,Savings,"7,075.82",8/3/2021,8/19/2021,1,,
102246,2246,Savings,"1,619.42",5/13/2019,8/19/2021,94,,
104878,4878,Savings,"7,524.11",7/20/2019,8/19/2021,80,,
103074,3074,Savings,432.77,12/23/2015,8/19/2021,5,,
104054,4054,Current,134.89,11/7/2011,8/18/2021,90,,
102639,2639,Savings,"3,906.50",8/6/2007,8/17/2021,52,,
101839,1839,Current,"2,164.87",6/8/2003,8/17/2021,12,,
101261,1261,Current,"8,686.18",5/14/2019,8/16/2021,4,,
101806,1806,Current,497.62,5/15/2019,8/16/2021,55,,
101234,1234,Current,"4,739.18",12/24/2016,8/16/2021,48,,
101469,1469,Current,"1,864.79",12/26/2003,8/16/2021,42,,
104689,4689,Savings,"4,464.59",10/19/2011,8/15/2021,58,,
103214,3214,Savings,"8,375.78",5/23/2020,8/14/2021,78,,
102794,2794,Savings,"7,029.27",12/8/2014,8/14/2021,33,,
100054,54,Savings,"6,653.87",5/28/2014,8/14/2021,59,,
104179,4179,Savings,"8,747.91",4/21/2014,8/14/2021,22,,
100104,104,Current,"7,740.35",6/24/2006,8/14/2021,31,,
102184,2184,Savings,"1,287.37",8/6/2005,8/14/2021,97,,
101734,1734,Current,"4,173.92",4/12/2013,8/13/2021,47,,
102689,2689,Current,"9,106.36",11/29/2006,8/13/2021,65,,
100364,364,Savings,321.99,5/19/2003,8/13/2021,13,,
102859,2859,Current,"4,202.72",10/10/2016,8/12/2021,91,,
