DepositId,CustomerID,AccountNumber,DateDepositOpening,AmountDeposit,ResolutionDate
539,1070,101070,8/31/2010,1295.82,10/21/2023
540,1073,101073,11/14/2005,676.98,2/1/2023
541,1074,101074,9/10/2016,4774.61,8/6/2023
542,1075,101075,11/5/2018,2303.11,6/28/2023
543,1076,101076,11/12/2004,2516.75,6/7/2023
544,1077,101077,8/16/2010,2053.70,2/20/2023
545,1079,101079,2/6/2003,2281.83,6/25/2023
546,1080,101080,8/12/2002,1211.95,10/4/2023
547,1081,101081,5/11/2000,739.40,10/6/2023
548,1082,101082,8/27/2001,2181.63,1/26/2023
549,1083,101083,10/5/2012,3382.33,9/7/2023
550,1085,101085,11/1/2003,539.95,4/19/2023
551,1087,101087,12/23/2006,2620.36,4/30/2023
552,1088,101088,10/8/2015,844.57,4/17/2023
553,1090,101090,12/4/2000,3946.56,5/28/2023
554,1091,101091,11/21/2015,160.80,12/11/2023
555,1094,101094,12/10/2010,2862.40,9/9/2023
556,1096,101096,12/15/2021,2288.44,10/2/2023
557,1097,101097,1/22/2015,429.49,7/12/2023
558,1098,101098,8/19/2012,264.52,10/22/2023
559,1101,101101,10/8/2022,2826.37,10/28/2023
560,1102,101102,11/28/2001,3395.14,10/25/2023
561,1104,101104,9/4/2000,3646.69,2/5/2023
562,1110,101110,1/11/2010,4950.04,4/30/2023
563,1114,101114,11/3/2007,1926.47,3/2/2023
564,1118,101118,8/4/2003,2956.73,6/12/2023
565,1119,101119,6/21/2021,3459.54,10/15/2023
566,1120,101120,1/14/2012,4104.34,11/9/2023
567,1123,101123,1/25/2009,2423.96,2/3/2023
568,1124,101124,10/22/2007,2651.50,12/25/2023
569,1126,101126,8/3/2006,659.49,11/14/2023
570,1127,101127,5/23/2008,3142.62,12/27/2023
571,1128,101128,11/10/2020,1462.96,4/14/2023
572,1130,101130,10/14/2022,3103.32,12/16/2023
573,1131,101131,9/18/2001,1406.59,12/21/2023
574,1132,101132,10/14/2000,2786.99,10/21/2023
575,1135,101135,10/4/2005,2084.02,2/12/2023
576,1136,101136,7/9/2006,3437.03,5/14/2023
577,1137,101137,6/22/2004,916.51,1/18/2023
578,1138,101138,5/30/2004,50.73,10/28/2023
579,1139,101139,2/14/2011,4197.65,1/7/2023
580,1141,101141,12/28/2021,907.54,3/20/2023
581,1142,101142,6/19/2014,1576.49,4/17/2023
582,1145,101145,12/13/2016,3254.65,4/29/2023
583,1148,101148,10/10/2009,4450.66,1/16/2023
584,1149,101149,3/27/2017,4594.89,3/4/2023
585,1151,101151,9/14/2002,846.92,11/2/2023
586,1152,101152,3/2/2020,4804.57,1/5/2023
587,1154,101154,10/9/2019,2163.50,8/1/2023
588,1160,101160,11/19/2007,4985.57,3/9/2023
589,1162,101162,3/11/2009,1450.45,8/13/2023
590,1163,101163,9/13/2015,1624.73,9/16/2023
591,1165,101165,5/30/2004,1629.02,11/10/2023
592,1168,101168,5/12/2011,357.68,3/21/2023
593,1170,101170,12/23/2020,3483.12,3/6/2023
594,1171,101171,5/8/2012,1086.74,11/9/2023
595,1172,101172,7/9/2001,2600.86,12/30/2023
596,1174,101174,7/30/2010,2261.20,7/22/2023
597,1176,101176,12/2/2006,2985.65,11/30/2023
598,1177,101177,7/18/2010,2347.98,5/10/2023
599,1179,101179,1/12/2015,2926.31,12/18/2023
600,1180,101180,6/11/2017,686.91,4/4/2023
601,1181,101181,5/3/2014,2079.59,2/1/2023
602,1184,101184,1/21/2017,3183.75,10/20/2023
603,1185,101185,3/19/2008,3933.87,1/30/2023
604,1189,101189,5/23/2016,2077.41,8/31/2023
605,1190,101190,3/12/2008,4571.72,10/12/2023
606,1193,101193,6/19/2005,3212.02,6/23/2023
607,1194,101194,12/10/2002,3044.75,5/19/2023
608,1197,101197,5/10/2010,4614.54,12/30/2023
609,1199,101199,6/15/2011,858.57,10/6/2023
610,1200,101200,6/13/2020,3501.52,2/4/2023
611,1201,101201,8/13/2001,3522.10,4/10/2023
612,1203,101203,2/2/2006,4537.70,2/27/2023
613,1206,101206,10/16/2016,80.30,10/29/2023
614,1208,101208,6/5/2013,1451.73,10/1/2023
615,1210,101210,10/31/2006,4465.41,2/13/2023
616,1211,101211,11/17/2022,4962.99,5/22/2023
617,1212,101212,10/19/2006,716.78,1/2/2023
618,1213,101213,11/10/2009,1426.37,7/25/2023
619,1214,101214,2/9/2009,133.57,2/22/2023
620,1217,101217,7/8/2012,1839.57,7/21/2023
621,1220,101220,6/22/2006,488.43,4/30/2023
622,1221,101221,3/29/2022,4238.81,10/29/2023
623,1222,101222,12/16/2015,4327.99,12/16/2023
624,1223,101223,4/25/2003,814.88,6/17/2023
625,1224,101224,9/29/2018,3174.14,11/6/2023
626,1228,101228,10/14/2004,3461.33,9/16/2023
627,1230,101230,8/16/2017,4193.39,4/18/2023
628,1231,101231,12/5/2018,662.60,10/27/2023
629,1232,101232,4/9/2004,1614.28,8/24/2023
630,1233,101233,5/5/2010,3764.24,7/14/2023
631,1235,101235,4/25/2021,2685.45,1/28/2023
632,1237,101237,7/5/2021,785.18,9/24/2023
633,1240,101240,8/13/2003,208.91,6/23/2023
634,1243,101243,7/31/2019,3813.94,2/3/2023
635,1247,101247,4/15/2019,1123.64,11/28/2023
636,1248,101248,6/9/2016,383.63,4/1/2023
637,1253,101253,8/2/2012,3188.21,5/14/2023
638,1257,101257,7/5/2008,4204.81,11/7/2023
639,1260,101260,9/4/2009,3609.65,6/30/2023
640,1264,101264,7/1/2016,2007.83,10/26/2023
641,1265,101265,4/14/2007,642.75,1/11/2023
642,1268,101268,7/19/2005,3512.68,7/23/2023
643,1269,101269,6/8/2003,1042.12,8/17/2023
644,1273,101273,12/21/2000,2264.29,3/14/2023
645,1274,101274,3/30/2017,466.32,1/1/2023
646,1275,101275,7/2/2007,2130.95,3/6/2023
647,1276,101276,8/14/2008,3517.89,3/5/2023
648,1277,101277,10/5/2010,518.17,9/4/2023
649,1281,101281,4/23/2012,4529.93,4/25/2023
650,1283,101283,2/21/2022,1502.25,4/10/2023
651,1284,101284,9/16/2016,1569.54,9/17/2023
652,1290,101290,12/12/2006,3385.87,10/11/2023
653,1291,101291,9/7/2013,3255.43,1/15/2023
654,1292,101292,9/25/2022,4191.70,8/28/2023
655,1297,101297,6/29/2008,4705.92,1/9/2023
656,1303,101303,12/24/2021,1235.84,10/27/2023
657,1307,101307,9/6/2016,4715.19,4/9/2023
658,1309,101309,6/6/2002,304.68,5/31/2023
659,1310,101310,10/25/2017,338.14,4/8/2023
660,1315,101315,9/15/2008,653.15,11/7/2023
661,1316,101316,9/29/2013,4932.07,3/15/2023
662,1317,101317,1/22/2008,4789.20,1/3/2023
663,1318,101318,12/1/2016,2044.23,12/13/2023
664,1321,101321,12/24/2016,3253.40,5/18/2023
665,1322,101322,5/12/2015,3496.53,9/14/2023
666,1323,101323,3/31/2010,2676.94,3/14/2023
667,1324,101324,10/28/2007,4621.51,10/14/2023
668,1326,101326,1/9/2015,1300.29,7/28/2023
669,1327,101327,11/30/2013,3278.37,6/16/2023
670,1328,101328,6/23/2020,812.90,7/30/2023
671,1329,101329,8/9/2016,2886.17,1/3/2023
672,1331,101331,11/3/2008,686.57,7/24/2023
673,1332,101332,12/26/2011,1582.32,8/28/2023
674,1333,101333,12/17/2005,1012.71,7/27/2023
675,1334,101334,1/3/2015,3147.46,12/15/2023
676,1335,101335,1/2/2008,258.57,7/1/2023
677,1337,101337,6/10/2014,2921.21,3/21/2023
678,1338,101338,8/21/2003,4285.36,8/7/2023
679,1339,101339,9/11/2014,801.36,10/22/2023
680,1340,101340,12/4/2003,2361.14,6/10/2023
681,1344,101344,8/3/2013,4715.07,2/16/2023
682,1346,101346,9/2/2022,3911.04,7/22/2023
683,1351,101351,4/9/2022,2351.91,3/2/2023
684,1354,101354,11/28/2013,1276.63,12/3/2023
685,1358,101358,8/22/2012,4472.27,4/24/2023
686,1359,101359,8/12/2004,1634.20,10/5/2023
687,1362,101362,2/2/2015,690.14,10/5/2023
688,1363,101363,10/20/2006,4329.20,11/8/2023
689,1365,101365,4/20/2004,700.15,7/17/2023
690,1367,101367,7/12/2021,360.90,12/1/2023
691,1368,101368,12/25/2012,3221.11,4/28/2023
692,1372,101372,6/23/2005,1227.24,6/15/2023
693,1375,101375,8/26/2009,115.66,6/7/2023
694,1376,101376,10/25/2016,849.19,3/22/2023
695,1378,101378,6/30/2003,122.79,8/10/2023
696,1380,101380,12/10/2008,3139.12,7/3/2023
697,1381,101381,3/19/2017,1158.37,12/18/2023
698,1382,101382,7/27/2011,448.42,8/14/2023
699,1383,101383,7/28/2005,520.67,1/7/2023
700,1385,101385,9/14/2003,4107.15,6/26/2023
701,1387,101387,1/26/2008,4803.22,8/24/2023
702,1390,101390,10/28/2016,807.52,6/6/2023
703,1397,101397,5/14/2001,1707.80,12/23/2023
704,1401,101401,4/23/2012,283.46,12/19/2023
705,1402,101402,2/22/2008,4570.96,8/27/2023
706,1403,101403,7/21/2015,1163.92,3/26/2023
707,1405,101405,7/28/2014,3643.82,12/16/2023
708,1406,101406,9/3/2016,3202.16,6/17/2023
709,1407,101407,5/3/2006,3958.73,10/13/2023
710,1409,101409,4/16/2006,885.74,8/11/2023
711,1410,101410,5/31/2012,1453.02,2/3/2023
712,1413,101413,1/25/2004,3238.35,3/15/2023
713,1415,101415,11/24/2012,4888.21,5/20/2023
714,1417,101417,9/28/2016,325.39,4/3/2023
715,1421,101421,5/6/2002,4063.47,1/13/2023
716,1422,101422,2/17/2003,3046.94,10/8/2023
717,1423,101423,10/8/2007,4661.98,2/1/2023
718,1426,101426,3/16/2006,3063.76,2/16/2023
719,1428,101428,7/16/2000,4170.73,4/12/2023
720,1429,101429,6/7/2009,3989.62,2/27/2023
721,1430,101430,3/25/2015,3594.73,1/23/2023
722,1432,101432,1/26/2015,1096.01,12/31/2023
723,1433,101433,11/22/2019,4350.00,10/20/2023
724,1434,101434,6/15/2020,2887.85,1/29/2023
725,1435,101435,12/30/2022,1059.52,4/11/2023
726,1436,101436,1/25/2015,3684.61,7/6/2023
727,1439,101439,2/10/2016,1134.21,2/22/2023
728,1440,101440,5/19/2009,1458.32,10/2/2023
729,1441,101441,10/8/2022,171.87,3/24/2023
730,1442,101442,5/10/2002,4212.88,7/14/2023
731,1445,101445,11/23/2002,901.34,9/6/2023
732,1448,101448,2/23/2012,3922.40,9/23/2023
733,1449,101449,8/3/2021,2664.00,5/17/2023
734,1450,101450,4/22/2004,1081.48,11/1/2023
735,1451,101451,9/14/2019,2032.45,3/2/2023
736,1452,101452,8/26/2019,485.44,12/21/2023
737,1457,101457,10/22/2012,3781.48,7/31/2023
738,1459,101459,9/5/2010,919.40,7/2/2023
739,1461,101461,10/26/2000,2953.63,4/11/2023
740,1465,101465,3/14/2000,4371.92,7/18/2023
741,1466,101466,5/30/2020,4711.40,7/12/2023
742,1468,101468,10/1/2003,3468.11,7/20/2023
743,1471,101471,2/8/2021,1215.96,2/11/2023
744,1472,101472,7/8/2018,4439.84,10/29/2023
745,1480,101480,11/10/2004,3913.52,4/3/2023
746,1481,101481,1/24/2020,4491.04,4/23/2023
747,1482,101482,6/12/2014,437.97,11/6/2023
748,1483,101483,5/21/2010,4930.57,1/2/2023
749,1484,101484,12/24/2007,2548.71,11/18/2023
750,1485,101485,4/30/2021,4971.23,9/3/2023
751,1486,101486,10/23/2017,63.60,5/25/2023
752,1489,101489,7/19/2020,3888.99,2/1/2023
753,1491,101491,10/14/2004,681.73,9/5/2023
754,1492,101492,10/15/2022,804.77,1/15/2023
755,1493,101493,4/28/2007,3035.88,10/21/2023
756,1494,101494,9/17/2006,3469.73,7/5/2023
757,1496,101496,1/11/2013,2029.46,7/26/2023
758,1497,101497,7/18/2016,3508.87,4/19/2023
759,1498,101498,12/27/2006,4547.73,10/29/2023
760,1501,101501,8/2/2017,1140.12,10/28/2023
761,1503,101503,11/13/2017,2279.93,12/26/2023
762,1505,101505,9/13/2007,4107.97,8/25/2023
763,1506,101506,10/7/2000,4452.53,10/24/2023
764,1507,101507,2/18/2018,1766.92,5/16/2023
765,1510,101510,11/15/2020,3850.26,10/9/2023
766,1513,101513,9/22/2004,3013.58,3/9/2023
767,1514,101514,7/1/2011,3837.31,2/4/2023
768,1516,101516,12/14/2019,41.20,11/6/2023
769,1518,101518,9/30/2014,3642.37,4/11/2023
770,1519,101519,6/5/2005,3453.78,10/7/2023
771,1520,101520,3/6/2018,2366.36,7/7/2023
772,1521,101521,10/22/2011,219.30,6/3/2023
773,1522,101522,10/8/2015,689.08,7/6/2023
774,1523,101523,9/26/2010,2192.79,10/10/2023
775,1524,101524,3/23/2010,3966.87,12/28/2023
776,1525,101525,3/11/2021,4449.01,2/28/2023
777,1535,101535,10/26/2010,1520.03,7/28/2023
778,1538,101538,6/3/2014,2176.43,6/2/2023
779,1540,101540,10/29/2007,558.69,9/12/2023
780,1541,101541,7/13/2007,2182.46,3/22/2023
781,1544,101544,1/26/2004,2425.22,11/23/2023
782,1549,101549,6/27/2006,4533.11,11/1/2023
783,1550,101550,8/14/2019,1146.52,4/17/2023
784,1554,101554,12/27/2002,2007.43,10/24/2023
785,1557,101557,5/24/2017,4369.02,8/2/2023
786,1558,101558,5/27/2002,2393.56,10/8/2023
787,1560,101560,10/30/2017,2320.70,4/25/2023
788,1562,101562,12/10/2009,3497.30,4/22/2023
789,1563,101563,4/10/2004,2037.00,4/16/2023
790,1564,101564,11/30/2014,3640.69,5/13/2023
791,1565,101565,11/24/2005,3825.02,3/4/2023
792,1566,101566,7/22/2000,1871.08,1/28/2023
793,1567,101567,10/20/2012,3316.01,2/14/2023
794,1570,101570,2/26/2010,965.61,1/31/2023
795,1571,101571,1/31/2019,4911.46,11/16/2023
796,1574,101574,5/1/2006,3910.94,4/4/2023
797,1575,101575,4/12/2007,1581.54,4/2/2023
798,1577,101577,2/9/2004,661.55,10/18/2023
799,1579,101579,12/28/2000,2363.54,11/26/2023
800,1580,101580,1/16/2004,184.46,4/10/2023
801,1581,101581,7/5/2005,3116.53,7/24/2023
802,1582,101582,2/6/2009,1386.29,12/20/2023
803,1589,101589,6/19/2004,2027.72,3/10/2023
804,1590,101590,4/26/2002,566.40,4/2/2023
805,1592,101592,6/7/2004,96.59,8/21/2023
806,1595,101595,1/6/2006,843.90,11/2/2023
807,1597,101597,9/25/2003,3566.45,4/11/2023
808,1601,101601,1/23/2000,937.23,8/26/2023
809,1602,101602,4/26/2007,2217.03,5/28/2023
810,1603,101603,10/26/2002,4969.11,5/29/2023
811,1604,101604,12/24/2011,1433.78,8/10/2023
812,1606,101606,8/18/2009,1101.68,3/9/2023
813,1607,101607,10/7/2016,379.17,9/21/2023
814,1608,101608,7/15/2020,2017.52,8/2/2023
815,1609,101609,6/24/2013,726.32,8/29/2023
816,1611,101611,4/11/2012,3763.47,4/23/2023
817,1613,101613,3/25/2013,840.09,11/30/2023
818,1614,101614,2/7/2006,4508.18,8/6/2023
819,1615,101615,10/5/2006,1797.40,11/27/2023
820,1616,101616,1/22/2018,2239.43,7/18/2023
821,1617,101617,2/26/2006,2912.40,3/16/2023
822,1618,101618,8/5/2001,745.13,1/3/2023
823,1619,101619,4/12/2011,4208.14,12/4/2023
824,1620,101620,5/22/2002,3946.64,8/11/2023
825,1621,101621,7/11/2006,2364.59,9/25/2023
826,1623,101623,3/10/2010,2484.76,9/8/2023
827,1624,101624,1/12/2020,3271.69,2/3/2023
828,1625,101625,11/19/2018,3501.67,5/29/2023
829,1628,101628,4/14/2012,3565.13,11/14/2023
830,1629,101629,4/14/2006,1599.05,1/29/2023
831,1632,101632,5/6/2015,3978.65,1/27/2023
832,1634,101634,8/21/2013,1854.21,1/22/2023
833,1636,101636,5/1/2010,2697.61,5/7/2023
834,1637,101637,3/3/2012,1281.72,8/1/2023
835,1638,101638,7/14/2018,4197.47,9/19/2023
836,1639,101639,7/22/2021,3149.65,10/6/2023
837,1640,101640,10/3/2005,3172.25,4/8/2023
838,1642,101642,12/14/2007,3152.47,7/6/2023
839,1647,101647,8/17/2018,3597.05,7/30/2023
840,1651,101651,11/8/2004,1784.36,5/8/2023
841,1652,101652,8/4/2005,3669.93,2/9/2023
842,1655,101655,8/13/2011,1345.98,1/22/2023
843,1657,101657,1/11/2004,2970.73,1/9/2023
844,1660,101660,1/14/2000,2806.28,9/18/2023
845,1661,101661,12/31/2004,1258.41,10/14/2023
846,1663,101663,5/15/2011,3691.06,4/28/2023
847,1665,101665,3/17/2005,4111.31,3/12/2023
848,1666,101666,9/3/2021,1193.68,11/2/2023
849,1667,101667,8/30/2015,3856.00,6/11/2023
850,1671,101671,3/15/2022,3006.95,9/17/2023
851,1673,101673,12/27/2004,4688.47,10/7/2023
852,1674,101674,3/12/2021,3412.46,2/27/2023
853,1675,101675,6/29/2001,3415.77,6/8/2023
854,1676,101676,2/1/2003,2168.17,9/25/2023
855,1680,101680,8/23/2017,4918.21,1/5/2023
856,1682,101682,5/12/2005,2897.13,8/28/2023
857,1689,101689,7/4/2001,87.10,9/27/2023
858,1690,101690,12/22/2022,2813.48,5/12/2023
859,1691,101691,3/31/2010,4220.77,2/5/2023
860,1693,101693,1/26/2013,4353.56,5/16/2023
861,1695,101695,6/12/2000,1385.87,2/2/2023
862,1698,101698,5/14/2012,3518.41,7/31/2023
863,1701,101701,12/16/2002,4778.83,6/18/2023
864,1702,101702,2/4/2014,1643.10,1/20/2023
865,1703,101703,3/15/2006,1211.93,7/25/2023
866,1704,101704,9/15/2012,1387.40,12/3/2023
867,1705,101705,4/28/2002,2775.37,9/20/2023
868,1708,101708,8/4/2012,1096.81,10/24/2023
869,1710,101710,9/24/2016,4872.86,12/19/2023
870,1714,101714,7/4/2016,4936.57,9/18/2023
871,1716,101716,1/22/2006,4576.76,6/20/2023
872,1717,101717,8/20/2001,3342.99,9/15/2023
873,1718,101718,2/19/2015,2990.17,8/14/2023
874,1722,101722,7/10/2003,4067.78,7/11/2023
875,1723,101723,5/25/2007,1857.60,3/5/2023
876,1724,101724,7/31/2002,2153.15,6/16/2023
877,1725,101725,4/9/2006,3943.33,6/22/2023
878,1726,101726,6/22/2002,4870.25,2/22/2023
879,1727,101727,12/5/2014,1569.79,3/22/2023
880,1729,101729,2/5/2003,4440.00,5/22/2023
881,1731,101731,1/9/2019,802.87,5/4/2023
882,1732,101732,9/14/2009,4092.89,1/26/2023
883,1740,101740,7/4/2000,687.20,8/6/2023
884,1741,101741,9/7/2005,928.24,4/11/2023
885,1742,101742,12/2/2003,3651.55,11/5/2023
886,1743,101743,1/16/2002,1954.68,5/10/2023
887,1746,101746,11/16/2019,4037.71,7/6/2023
888,1748,101748,4/16/2017,2664.92,3/6/2023
889,1750,101750,4/27/2020,830.34,4/29/2023
890,1751,101751,6/20/2008,394.26,7/18/2023
891,1752,101752,5/1/2010,2.11,1/3/2023
892,1754,101754,5/25/2021,4554.46,9/3/2023
893,1755,101755,8/30/2006,2596.29,11/19/2023
894,1756,101756,5/26/2020,323.82,9/28/2023
895,1758,101758,10/2/2001,452.70,12/4/2023
896,1761,101761,5/20/2010,3513.49,1/2/2023
897,1766,101766,8/6/2019,681.34,1/24/2023
898,1768,101768,9/27/2020,2148.64,9/18/2023
899,1771,101771,12/15/2013,4290.77,2/23/2023
900,1774,101774,2/27/2010,3195.50,10/5/2023
901,1776,101776,12/15/2016,4032.65,1/19/2023
902,1777,101777,4/7/2020,3873.97,5/22/2023
903,1779,101779,4/9/2014,1719.69,2/11/2023
904,1782,101782,4/13/2007,2626.04,9/12/2023
905,1784,101784,5/30/2019,1928.13,9/27/2023
906,1786,101786,7/13/2005,2210.39,6/27/2023
907,1787,101787,6/3/2000,798.00,9/16/2023
908,1788,101788,3/14/2020,1791.70,2/10/2023
909,1789,101789,8/10/2021,1515.16,11/22/2023
910,1790,101790,5/23/2004,1226.70,5/14/2023
911,1791,101791,12/11/2006,3427.91,7/31/2023
912,1796,101796,4/1/2008,212.66,10/5/2023
913,1797,101797,1/23/2009,890.08,8/28/2023
914,1798,101798,11/13/2001,2515.99,10/11/2023
915,1799,101799,1/1/2004,4939.53,8/28/2023
916,1801,101801,5/25/2000,17.12,8/31/2023
917,1802,101802,5/28/2005,3879.38,3/21/2023
918,1803,101803,5/29/2015,1702.98,9/1/2023
919,1808,101808,9/23/2017,1845.45,10/14/2023
920,1811,101811,8/10/2011,1523.65,7/16/2023
921,1814,101814,8/4/2007,3902.46,3/14/2023
922,1819,101819,1/8/2018,1343.59,11/15/2023
923,1820,101820,11/11/2022,2502.71,7/17/2023
924,1822,101822,9/12/2003,3655.29,9/1/2023
925,1823,101823,1/14/2021,873.71,7/9/2023
926,1826,101826,2/1/2016,3729.50,12/23/2023
927,1827,101827,12/7/2019,2979.02,5/18/2023
928,1829,101829,11/6/2001,2346.17,2/18/2023
929,1830,101830,1/3/2001,433.38,6/26/2023
930,1835,101835,9/10/2003,3253.82,9/16/2023
931,1837,101837,10/31/2001,3210.20,7/5/2023
932,1838,101838,9/6/2015,2720.64,1/20/2023
933,1840,101840,7/1/2005,1882.08,5/24/2023
934,1843,101843,6/22/2004,2548.97,8/20/2023
935,1844,101844,8/26/2021,273.74,5/5/2023
936,1845,101845,1/17/2010,253.40,4/16/2023
937,1849,101849,10/7/2002,3076.36,1/31/2023
938,1852,101852,2/26/2021,3464.00,10/26/2023
939,1853,101853,8/11/2020,1963.75,7/31/2023
940,1857,101857,8/18/2008,4982.17,9/17/2023
941,1860,101860,7/27/2008,398.12,10/23/2023
942,1864,101864,4/3/2009,4139.49,8/21/2023
943,1865,101865,6/18/2004,3354.14,1/16/2023
944,1866,101866,7/21/2018,4291.04,3/8/2023
945,1867,101867,2/5/2000,2588.86,8/2/2023
946,1869,101869,11/11/2006,4715.21,7/28/2023
947,1870,101870,1/10/2009,723.05,9/4/2023
948,1871,101871,6/9/2002,4984.98,12/23/2023
949,1872,101872,11/1/2003,3695.91,1/23/2023
950,1874,101874,3/25/2011,4961.09,9/9/2023
951,1876,101876,4/14/2007,3238.32,7/16/2023
952,1878,101878,4/7/2010,2542.94,3/16/2023
953,1879,101879,4/6/2012,197.98,4/25/2023
954,1880,101880,6/15/2019,1718.44,3/14/2023
955,1882,101882,4/30/2018,3792.78,3/29/2023
956,1886,101886,8/23/2001,4765.11,7/13/2023
957,1887,101887,7/28/2013,2162.05,3/25/2023
958,1888,101888,11/25/2016,3602.02,11/20/2023
959,1889,101889,7/12/2012,4541.02,10/17/2023
960,1890,101890,10/26/2011,3682.86,11/24/2023
961,1892,101892,2/23/2017,1845.70,9/28/2023
962,1893,101893,6/17/2016,4365.61,12/28/2023
963,1894,101894,9/27/2021,1594.46,11/24/2023
964,1896,101896,10/22/2003,3784.53,7/11/2023
965,1897,101897,11/4/2019,2929.10,8/25/2023
966,1898,101898,8/9/2020,2139.87,2/2/2023
967,1899,101899,9/26/2011,2252.79,8/9/2023
968,1902,101902,3/17/2014,1583.39,6/25/2023
969,1906,101906,1/16/2018,822.82,7/4/2023
970,1908,101908,11/3/2002,4932.62,1/27/2023
971,1909,101909,12/20/2016,4623.38,11/1/2023
972,1913,101913,7/18/2000,2566.16,10/19/2023
973,1915,101915,6/27/2000,3280.53,11/14/2023
974,1919,101919,5/17/2002,347.29,9/28/2023
975,1921,101921,12/19/2009,3630.80,12/12/2023
976,1923,101923,10/7/2011,4311.73,9/2/2023
977,1930,101930,10/6/2022,800.22,1/6/2023
978,1933,101933,3/9/2020,86.53,7/23/2023
979,1934,101934,4/11/2017,1515.23,9/22/2023
980,1936,101936,8/17/2002,143.69,9/18/2023
981,1937,101937,1/17/2014,311.96,9/11/2023
982,1939,101939,12/25/2001,20.59,7/10/2023
983,1941,101941,3/13/2007,3121.83,3/29/2023
984,1942,101942,3/15/2017,1105.53,11/20/2023
985,1943,101943,6/1/2003,2175.14,2/9/2023
986,1950,101950,10/25/2016,2723.09,11/6/2023
987,1951,101951,7/18/2020,1256.20,10/15/2023
988,1953,101953,4/1/2017,571.27,7/13/2023
989,1956,101956,8/29/2000,2078.88,2/27/2023
990,1957,101957,9/14/2011,890.95,7/19/2023
991,1960,101960,5/23/2017,1830.75,3/15/2023
992,1961,101961,12/16/2020,411.88,5/22/2023
993,1962,101962,4/19/2020,545.58,10/24/2023
994,1968,101968,12/31/2000,4903.40,3/9/2023
995,1972,101972,11/22/2021,1151.38,2/8/2023
996,1974,101974,7/26/2011,1683.12,4/20/2023
997,1977,101977,7/3/2022,1425.91,10/30/2023
998,1978,101978,9/27/2013,418.82,12/1/2023
999,1980,101980,12/24/2003,2419.49,11/14/2023
1000,1981,101981,5/23/2014,3035.32,9/11/2023
1001,1982,101982,9/9/2017,3196.56,6/19/2023
1002,1987,101987,2/4/2000,4420.67,12/30/2023
1003,1989,101989,5/14/2016,3311.08,1/26/2023
1004,1992,101992,4/9/2013,1123.98,11/25/2023
1005,1996,101996,5/27/2012,1054.82,4/23/2023
1006,1998,101998,8/15/2011,63.56,12/1/2023
1007,1999,101999,10/5/2005,1872.14,1/18/2023
1008,2004,102004,3/19/2012,2192.56,3/24/2023
1009,2005,102005,10/5/2009,3973.29,8/29/2023
1010,2009,102009,4/9/2001,3798.17,12/23/2023
1011,2013,102013,3/6/2016,3001.58,2/12/2023
1012,2014,102014,5/14/2016,2971.92,3/17/2023
1013,2016,102016,2/2/2001,2718.00,2/22/2023
1014,2019,102019,10/20/2020,4658.83,9/2/2023
1015,2021,102021,6/4/2002,976.09,9/12/2023
1016,2022,102022,3/1/2015,1322.44,10/21/2023
1017,2028,102028,5/16/2011,324.39,2/17/2023
1018,2029,102029,10/19/2001,2109.26,3/11/2023
1019,2030,102030,11/30/2008,3818.08,9/10/2023
1020,2031,102031,4/22/2017,1191.30,7/27/2023
1021,2032,102032,2/6/2011,1202.23,5/16/2023
1022,2034,102034,5/4/2017,2471.42,5/13/2023
1023,2037,102037,1/18/2007,4667.73,8/5/2023
1024,2038,102038,1/5/2006,1077.16,10/8/2023
1025,2039,102039,9/20/2021,1974.26,5/17/2023
1026,2043,102043,9/13/2005,435.39,2/13/2023
1027,2046,102046,1/2/2019,4074.65,4/10/2023
1028,2049,102049,11/4/2013,2026.13,10/12/2023
1029,2051,102051,7/17/2015,1539.98,9/2/2023
1030,2052,102052,2/11/2002,2690.66,7/18/2023
1031,2055,102055,12/6/2001,990.39,2/24/2023
1032,2058,102058,11/2/2013,2869.49,7/25/2023
1033,2059,102059,11/1/2021,2242.15,6/29/2023
1034,2060,102060,1/29/2011,311.61,6/6/2023
1035,2061,102061,1/1/2022,2268.65,6/19/2023
1036,2062,102062,8/14/2020,2832.49,5/20/2023
1037,2063,102063,1/10/2020,1093.95,1/31/2023
1038,2066,102066,7/2/2019,1896.10,4/26/2023
1039,2067,102067,7/27/2006,3449.29,7/2/2023
1040,2068,102068,7/26/2013,628.99,9/28/2023
1041,2069,102069,10/6/2003,2708.91,5/24/2023
1042,2070,102070,5/15/2004,4497.93,7/5/2023
1043,2072,102072,1/15/2002,4397.77,8/9/2023
1044,2074,102074,8/21/2009,4690.10,8/9/2023
1045,2077,102077,6/16/2007,2438.67,11/24/2023
1046,2078,102078,9/8/2011,3548.03,1/18/2023
1047,2079,102079,6/30/2016,2540.30,9/21/2023
1048,2081,102081,8/11/2011,4872.95,12/25/2023
1049,2082,102082,8/23/2009,2480.79,8/14/2023
1050,2085,102085,7/4/2016,3392.94,1/14/2023
1051,2086,102086,6/15/2007,3631.24,11/10/2023
1052,2087,102087,11/24/2020,1890.32,4/13/2023
1053,2088,102088,10/30/2019,4231.89,3/24/2023
1054,2089,102089,2/18/2004,630.06,2/7/2023
1055,2090,102090,9/22/2021,118.98,3/5/2023
1056,2091,102091,3/13/2006,4898.79,2/16/2023
