CustomerID,AccountNumber,TransactionID,TransactionDate,TransactionType,TransactionAmount,BranchID,CardID,CardType,CreditLimit,PaymentDueDate,LastPaymentDate,ResolutionStatus,ResolutionDate
900,100900,900,8/23/2023,Transfer,3359.59,50,900,Visa,5268.03,4/30/2023,9/30/2023,Pending,5/26/2023
901,100901,901,9/11/2023,Deposit,4948.31,53,901,Visa,7909.70,10/30/2023,4/23/2023,Pending,3/21/2023
902,100902,902,1/7/2023,Transfer,3842.12,4,902,MasterCard,8067.63,11/26/2023,2/27/2023,Resolved,4/20/2023
903,100903,903,12/10/2023,Deposit,4977.45,19,903,AMEX,6540.18,5/24/2023,10/30/2023,Resolved,11/28/2023
904,100904,904,10/15/2023,Withdrawal,2494.60,71,904,AMEX,9181.12,7/13/2023,2/21/2023,Pending,5/2/2023
905,100905,905,10/6/2023,Transfer,2170.43,33,905,MasterCard,6664.69,3/13/2023,10/1/2023,Pending,2/8/2023
906,100906,906,11/2/2023,Transfer,4172.69,78,906,MasterCard,1214.38,6/11/2023,2/6/2023,Pending,9/27/2023
907,100907,907,7/14/2023,Transfer,2317.30,77,907,MasterCard,5661.80,2/13/2023,7/17/2023,Resolved,9/2/2023
908,100908,908,1/25/2023,Withdrawal,3783.13,70,908,Visa,9708.31,11/21/2023,8/30/2023,Resolved,11/25/2023
909,100909,909,1/6/2023,Transfer,4972.57,83,909,AMEX,6905.21,5/23/2023,9/16/2023,Resolved,5/3/2023
910,100910,910,12/19/2023,Deposit,3625.73,55,910,Visa,7195.72,9/23/2023,8/18/2023,Pending,6/1/2023
911,100911,911,5/23/2023,Transfer,81.37,9,911,AMEX,2027.14,8/23/2023,10/16/2023,Resolved,12/31/2023
912,100912,912,7/10/2023,Transfer,909.61,62,912,MasterCard,4237.25,3/9/2023,7/31/2023,Resolved,11/1/2023
913,100913,913,5/28/2023,Withdrawal,1388.58,99,913,Visa,8617.36,2/7/2023,8/21/2023,Resolved,3/1/2023
914,100914,914,6/20/2023,Deposit,4112.46,62,914,AMEX,1992.92,7/2/2023,4/13/2023,Pending,10/8/2023
915,100915,915,4/6/2023,Deposit,4661.35,48,915,AMEX,8553.12,8/12/2023,3/21/2023,Resolved,5/25/2023
916,100916,916,7/14/2023,Deposit,3251.99,90,916,Visa,6158.21,1/20/2023,8/16/2023,Pending,1/23/2023
917,100917,917,9/17/2023,Transfer,449.31,68,917,AMEX,4544.77,5/17/2023,9/15/2023,Pending,2/22/2023
918,100918,918,8/24/2023,Transfer,2502.63,48,918,Visa,9371.82,11/11/2023,12/26/2023,Pending,12/20/2023
919,100919,919,1/6/2023,Withdrawal,4296.62,92,919,Visa,1264.99,9/21/2023,6/11/2023,Resolved,2/7/2023
920,100920,920,2/28/2023,Withdrawal,1817.31,27,920,MasterCard,9341.00,9/26/2023,5/12/2023,Pending,11/18/2023
921,100921,921,9/6/2023,Transfer,335.72,55,921,MasterCard,8905.72,9/23/2023,2/18/2023,Pending,9/19/2023
922,100922,922,2/21/2023,Deposit,3900.11,44,922,MasterCard,9881.63,2/28/2023,11/23/2023,Pending,6/21/2023
923,100923,923,10/2/2023,Deposit,3289.03,71,923,MasterCard,4750.55,10/13/2023,5/20/2023,Resolved,5/3/2023
924,100924,924,5/2/2023,Transfer,2340.19,52,924,Visa,5146.20,6/4/2023,7/23/2023,Resolved,11/24/2023
925,100925,925,1/26/2023,Deposit,4250.53,57,925,Visa,7347.77,4/29/2023,3/15/2023,Pending,5/12/2023
926,100926,926,10/31/2023,Deposit,4250.06,9,926,MasterCard,1992.25,1/6/2023,6/21/2023,Pending,12/15/2023
927,100927,927,8/5/2023,Transfer,3507.79,98,927,Visa,3192.20,5/1/2023,12/11/2023,Pending,12/24/2023
928,100928,928,7/2/2023,Withdrawal,4712.17,8,928,MasterCard,4978.00,12/13/2023,5/4/2023,Resolved,12/5/2023
929,100929,929,3/30/2023,Transfer,2275.18,56,929,AMEX,7459.36,7/15/2023,3/10/2023,Pending,7/11/2023
930,100930,930,2/7/2023,Withdrawal,3647.36,10,930,MasterCard,5468.12,9/8/2023,1/17/2023,Resolved,6/25/2023
931,100931,931,3/25/2023,Deposit,4155.10,65,931,AMEX,3066.11,9/12/2023,6/15/2023,Resolved,4/11/2023
932,100932,932,4/18/2023,Withdrawal,3181.62,72,932,AMEX,3625.95,12/25/2023,8/30/2023,Resolved,1/3/2023
933,100933,933,6/12/2023,Withdrawal,2770.02,45,933,Visa,7747.03,6/26/2023,11/8/2023,Pending,2/1/2023
934,100934,934,7/16/2023,Transfer,3662.67,39,934,MasterCard,8253.15,10/10/2023,7/22/2023,Resolved,1/27/2023
935,100935,935,9/10/2023,Deposit,1778.98,46,935,AMEX,4925.50,4/10/2023,12/31/2023,Pending,6/21/2023
936,100936,936,8/15/2023,Deposit,1838.49,17,936,MasterCard,2739.98,3/19/2023,3/27/2023,Resolved,4/15/2023
937,100937,937,1/3/2023,Deposit,4883.30,82,937,AMEX,6173.98,1/22/2023,3/25/2023,Resolved,7/5/2023
938,100938,938,10/24/2023,Withdrawal,603.00,98,938,Visa,4601.01,4/7/2023,8/31/2023,Resolved,3/4/2023
939,100939,939,6/9/2023,Withdrawal,4211.57,99,939,Visa,6750.43,7/23/2023,10/15/2023,Pending,4/17/2023
940,100940,940,10/19/2023,Transfer,3945.84,67,940,Visa,8423.96,9/22/2023,2/25/2023,Resolved,1/26/2023
941,100941,941,1/30/2023,Deposit,280.26,76,941,AMEX,5752.41,8/10/2023,5/31/2023,Resolved,12/29/2023
942,100942,942,4/26/2023,Deposit,3520.48,62,942,MasterCard,9116.90,1/19/2023,11/18/2023,Pending,4/24/2023
943,100943,943,6/16/2023,Withdrawal,478.48,68,943,Visa,4318.40,8/1/2023,4/19/2023,Pending,11/6/2023
944,100944,944,4/3/2023,Withdrawal,1060.40,36,944,AMEX,5327.19,1/3/2023,11/19/2023,Resolved,10/26/2023
945,100945,945,8/6/2023,Withdrawal,4791.49,9,945,MasterCard,6135.99,7/16/2023,5/13/2023,Pending,11/7/2023
946,100946,946,4/19/2023,Deposit,1817.13,35,946,AMEX,7470.25,11/7/2023,2/20/2023,Pending,10/24/2023
947,100947,947,3/30/2023,Deposit,293.44,67,947,MasterCard,5758.64,1/11/2023,6/2/2023,Pending,1/26/2023
948,100948,948,7/7/2023,Transfer,2610.78,89,948,AMEX,8299.97,12/5/2023,1/24/2023,Pending,3/7/2023
949,100949,949,7/3/2023,Transfer,1040.00,52,949,AMEX,7269.57,9/16/2023,10/13/2023,Pending,12/19/2023
950,100950,950,7/29/2023,Deposit,2137.38,90,950,AMEX,4150.33,9/27/2023,11/3/2023,Resolved,1/15/2023
951,100951,951,7/5/2023,Transfer,517.27,91,951,Visa,6759.31,7/6/2023,1/30/2023,Resolved,11/17/2023
952,100952,952,10/9/2023,Withdrawal,488.88,28,952,AMEX,3850.33,8/14/2023,3/13/2023,Pending,6/27/2023
953,100953,953,7/3/2023,Transfer,2525.67,58,953,AMEX,7449.17,1/14/2023,4/23/2023,Pending,10/2/2023
954,100954,954,12/27/2023,Withdrawal,1686.03,83,954,MasterCard,6881.12,8/10/2023,8/16/2023,Pending,5/22/2023
955,100955,955,5/17/2023,Transfer,784.80,24,955,AMEX,2595.92,10/30/2023,7/4/2023,Pending,7/8/2023
956,100956,956,10/15/2023,Deposit,2906.05,59,956,Visa,7304.82,11/26/2023,8/1/2023,Resolved,12/27/2023
957,100957,957,11/29/2023,Withdrawal,320.34,37,957,Visa,2176.29,5/10/2023,9/3/2023,Pending,7/10/2023
958,100958,958,4/17/2023,Transfer,3766.17,38,958,AMEX,1827.48,6/7/2023,3/3/2023,Resolved,7/1/2023
959,100959,959,3/29/2023,Deposit,266.18,25,959,AMEX,6785.22,7/1/2023,3/28/2023,Pending,7/19/2023
960,100960,960,5/5/2023,Withdrawal,4852.15,98,960,MasterCard,4000.67,7/15/2023,1/29/2023,Resolved,9/11/2023
961,100961,961,7/16/2023,Withdrawal,3680.77,15,961,AMEX,2446.61,7/15/2023,6/14/2023,Pending,5/23/2023
962,100962,962,4/20/2023,Deposit,4487.09,16,962,Visa,9886.83,5/13/2023,12/12/2023,Pending,6/27/2023
963,100963,963,11/14/2023,Deposit,2205.35,55,963,Visa,8829.37,1/16/2023,3/29/2023,Resolved,8/30/2023
964,100964,964,2/17/2023,Withdrawal,299.82,4,964,AMEX,2591.88,6/17/2023,5/5/2023,Pending,5/14/2023
965,100965,965,11/18/2023,Deposit,1154.91,26,965,MasterCard,9492.47,9/13/2023,2/9/2023,Resolved,1/27/2023
966,100966,966,7/9/2023,Transfer,4855.76,39,966,AMEX,6454.38,8/28/2023,7/2/2023,Pending,6/4/2023
967,100967,967,4/21/2023,Transfer,3098.27,57,967,AMEX,5679.06,9/17/2023,5/3/2023,Pending,12/13/2023
968,100968,968,8/10/2023,Withdrawal,1147.08,47,968,MasterCard,4211.54,5/5/2023,1/26/2023,Resolved,7/8/2023
969,100969,969,3/10/2023,Withdrawal,2419.26,90,969,AMEX,3892.43,4/3/2023,6/4/2023,Resolved,2/7/2023
970,100970,970,7/3/2023,Transfer,1594.03,48,970,MasterCard,1926.97,11/25/2023,2/20/2023,Resolved,5/7/2023
971,100971,971,11/26/2023,Deposit,2453.69,92,971,MasterCard,2632.80,7/24/2023,8/7/2023,Resolved,6/25/2023
972,100972,972,6/13/2023,Deposit,4184.75,49,972,Visa,3421.85,5/3/2023,4/29/2023,Resolved,12/29/2023
973,100973,973,10/19/2023,Withdrawal,1120.55,37,973,AMEX,7626.11,5/14/2023,10/5/2023,Resolved,5/2/2023
974,100974,974,1/7/2023,Deposit,2001.45,38,974,AMEX,9639.68,5/19/2023,11/17/2023,Pending,8/7/2023
975,100975,975,8/9/2023,Withdrawal,2235.99,62,975,MasterCard,5189.77,1/6/2023,6/15/2023,Pending,7/4/2023
976,100976,976,8/7/2023,Deposit,2939.40,61,976,Visa,4339.45,1/6/2023,8/7/2023,Resolved,2/14/2023
977,100977,977,2/27/2023,Deposit,397.87,74,977,Visa,8731.91,1/3/2023,1/1/2023,Pending,4/2/2023
978,100978,978,10/3/2023,Deposit,1042.99,97,978,Visa,7126.75,12/6/2023,1/15/2023,Pending,4/29/2023
979,100979,979,2/20/2023,Transfer,1995.19,8,979,AMEX,3203.20,4/12/2023,9/24/2023,Pending,9/22/2023
980,100980,980,8/3/2023,Withdrawal,4048.61,38,980,AMEX,5843.55,3/25/2023,6/15/2023,Resolved,8/8/2023
981,100981,981,6/10/2023,Deposit,942.34,36,981,AMEX,8951.27,2/15/2023,12/15/2023,Pending,10/14/2023
982,100982,982,1/1/2023,Deposit,4408.80,85,982,MasterCard,6939.88,3/5/2023,7/1/2023,Resolved,11/12/2023
983,100983,983,3/8/2023,Transfer,1702.43,56,983,MasterCard,4356.37,8/25/2023,8/10/2023,Pending,5/12/2023
984,100984,984,2/19/2023,Transfer,1276.66,45,984,AMEX,4854.01,5/11/2023,1/23/2023,Pending,4/22/2023
985,100985,985,2/4/2023,Transfer,2052.82,50,985,AMEX,9087.42,2/13/2023,4/16/2023,Resolved,6/27/2023
986,100986,986,6/12/2023,Withdrawal,2773.00,20,986,MasterCard,7372.54,10/29/2023,3/31/2023,Pending,3/27/2023
987,100987,987,11/11/2023,Transfer,3672.53,63,987,Visa,5590.43,11/24/2023,11/13/2023,Resolved,10/16/2023
988,100988,988,11/29/2023,Transfer,2389.94,55,988,MasterCard,7103.21,6/20/2023,3/23/2023,Resolved,8/5/2023
989,100989,989,4/7/2023,Deposit,4091.83,34,989,Visa,7168.80,8/16/2023,3/20/2023,Pending,1/1/2023
990,100990,990,1/13/2023,Deposit,4095.53,92,990,Visa,6106.01,9/17/2023,12/26/2023,Resolved,9/29/2023
991,100991,991,10/5/2023,Transfer,18.68,32,991,MasterCard,6647.98,10/4/2023,11/18/2023,Resolved,1/2/2023
992,100992,992,2/25/2023,Deposit,3960.00,76,992,AMEX,4177.64,1/20/2023,9/13/2023,Pending,11/25/2023
993,100993,993,3/22/2023,Deposit,2219.34,73,993,MasterCard,4146.98,11/14/2023,2/24/2023,Pending,6/29/2023
994,100994,994,7/21/2023,Transfer,4835.77,43,994,MasterCard,4052.42,11/10/2023,11/19/2023,Resolved,7/24/2023
995,100995,995,9/8/2023,Transfer,4102.93,79,995,Visa,1348.12,10/7/2023,10/9/2023,Pending,9/19/2023
996,100996,996,8/7/2023,Transfer,1926.20,13,996,AMEX,8453.56,1/27/2023,4/3/2023,Pending,4/15/2023
997,100997,997,1/15/2023,Transfer,3176.82,2,997,AMEX,2417.32,12/15/2023,5/2/2023,Pending,7/24/2023
998,100998,998,4/19/2023,Transfer,979.28,61,998,MasterCard,1847.75,9/24/2023,10/21/2023,Pending,11/24/2023
999,100999,999,10/25/2023,Deposit,1458.84,84,999,MasterCard,4805.79,2/16/2023,2/19/2023,Resolved,9/14/2023
1000,101000,1000,5/4/2023,Withdrawal,1018.51,14,1000,AMEX,5314.12,5/10/2023,5/31/2023,Pending,3/15/2023
1001,101001,1001,3/12/2023,Deposit,3758.27,42,1001,AMEX,3368.56,1/5/2023,2/22/2023,Resolved,12/3/2023
1002,101002,1002,7/4/2023,Transfer,51.00,15,1002,MasterCard,9608.96,2/11/2023,2/8/2023,Resolved,12/7/2023
1003,101003,1003,7/11/2023,Withdrawal,2042.29,93,1003,AMEX,2499.64,2/16/2023,12/14/2023,Resolved,9/6/2023
1004,101004,1004,11/24/2023,Withdrawal,4189.45,85,1004,Visa,6163.76,3/29/2023,4/22/2023,Resolved,7/23/2023
1005,101005,1005,3/1/2023,Withdrawal,3548.31,10,1005,AMEX,6495.95,6/7/2023,4/9/2023,Pending,9/19/2023
1006,101006,1006,1/31/2023,Deposit,2114.55,56,1006,Visa,6899.14,6/26/2023,7/13/2023,Resolved,10/27/2023
1007,101007,1007,2/24/2023,Transfer,3168.89,53,1007,MasterCard,8144.87,1/21/2023,6/5/2023,Resolved,5/26/2023
1008,101008,1008,6/11/2023,Deposit,2164.67,58,1008,Visa,8785.40,9/2/2023,11/12/2023,Resolved,12/16/2023
1009,101009,1009,8/13/2023,Withdrawal,4221.60,85,1009,AMEX,3625.06,4/5/2023,10/17/2023,Pending,2/27/2023
1010,101010,1010,5/12/2023,Deposit,2867.28,99,1010,Visa,9874.24,8/21/2023,7/30/2023,Pending,9/3/2023
1011,101011,1011,4/12/2023,Transfer,3166.76,81,1011,AMEX,4725.32,8/15/2023,1/1/2023,Pending,12/18/2023
1012,101012,1012,12/12/2023,Deposit,4943.22,62,1012,Visa,8057.37,8/16/2023,8/18/2023,Resolved,4/26/2023
1013,101013,1013,8/12/2023,Withdrawal,3852.84,57,1013,AMEX,1368.40,5/29/2023,9/7/2023,Pending,10/4/2023
1014,101014,1014,8/19/2023,Withdrawal,1436.94,63,1014,MasterCard,7708.51,6/18/2023,3/12/2023,Pending,6/1/2023
1015,101015,1015,12/28/2023,Deposit,3867.14,4,1015,MasterCard,8474.09,6/29/2023,7/25/2023,Pending,7/31/2023
1016,101016,1016,2/28/2023,Transfer,4643.15,78,1016,AMEX,1975.09,8/24/2023,2/27/2023,Pending,12/24/2023
1017,101017,1017,10/24/2023,Transfer,1482.43,96,1017,Visa,3754.59,11/9/2023,1/16/2023,Pending,11/26/2023
1018,101018,1018,8/6/2023,Transfer,4088.32,82,1018,MasterCard,5029.69,4/20/2023,4/2/2023,Resolved,4/20/2023
1019,101019,1019,10/10/2023,Deposit,1196.73,34,1019,Visa,7875.46,2/8/2023,3/5/2023,Resolved,7/9/2023
1020,101020,1020,3/20/2023,Withdrawal,2175.83,32,1020,AMEX,5766.83,7/16/2023,3/11/2023,Resolved,5/25/2023
1021,101021,1021,5/29/2023,Deposit,3453.96,78,1021,Visa,6682.63,4/16/2023,10/11/2023,Pending,11/16/2023
1022,101022,1022,4/1/2023,Withdrawal,1225.20,34,1022,MasterCard,4318.22,6/19/2023,3/23/2023,Pending,5/3/2023
1023,101023,1023,8/14/2023,Deposit,944.60,70,1023,AMEX,8828.35,7/2/2023,6/20/2023,Resolved,6/14/2023
1024,101024,1024,5/19/2023,Withdrawal,2318.09,40,1024,AMEX,4298.09,8/8/2023,7/26/2023,Resolved,3/7/2023
1025,101025,1025,12/9/2023,Transfer,3918.18,35,1025,Visa,5268.75,3/5/2023,10/5/2023,Resolved,7/31/2023
1026,101026,1026,4/24/2023,Deposit,2983.36,15,1026,AMEX,4978.96,6/4/2023,5/22/2023,Resolved,11/12/2023
1027,101027,1027,1/22/2023,Transfer,3509.06,51,1027,Visa,8070.41,8/11/2023,1/19/2023,Resolved,5/23/2023
1028,101028,1028,1/23/2023,Deposit,3449.49,20,1028,Visa,8389.16,11/23/2023,12/16/2023,Pending,4/3/2023
1029,101029,1029,3/6/2023,Transfer,2727.05,92,1029,Visa,9152.65,5/27/2023,10/2/2023,Resolved,7/18/2023
1030,101030,1030,2/28/2023,Withdrawal,1584.89,37,1030,Visa,3069.09,6/15/2023,6/16/2023,Resolved,2/5/2023
1031,101031,1031,3/30/2023,Withdrawal,2114.34,38,1031,MasterCard,9199.25,6/17/2023,6/15/2023,Pending,2/17/2023
1032,101032,1032,7/17/2023,Withdrawal,1909.30,21,1032,MasterCard,3608.12,11/17/2023,2/1/2023,Resolved,8/8/2023
1033,101033,1033,4/24/2023,Withdrawal,404.56,88,1033,Visa,8902.30,8/21/2023,1/14/2023,Resolved,12/11/2023
1034,101034,1034,1/28/2023,Deposit,4493.33,10,1034,Visa,8714.13,5/15/2023,12/20/2023,Pending,7/3/2023
1035,101035,1035,7/29/2023,Withdrawal,3212.86,54,1035,MasterCard,5092.77,5/29/2023,5/31/2023,Pending,8/25/2023
1036,101036,1036,8/27/2023,Transfer,4287.37,9,1036,MasterCard,8185.88,1/29/2023,4/8/2023,Resolved,7/16/2023
1037,101037,1037,9/14/2023,Transfer,3882.54,86,1037,MasterCard,7689.56,9/9/2023,12/5/2023,Resolved,6/7/2023
1038,101038,1038,10/12/2023,Deposit,350.79,42,1038,MasterCard,1404.91,5/21/2023,3/30/2023,Pending,10/13/2023
1039,101039,1039,2/15/2023,Deposit,1089.37,16,1039,Visa,1235.83,10/24/2023,10/9/2023,Resolved,4/8/2023
1040,101040,1040,11/29/2023,Withdrawal,4754.17,24,1040,AMEX,1790.82,11/6/2023,11/2/2023,Resolved,2/19/2023
1041,101041,1041,7/4/2023,Deposit,2315.03,4,1041,MasterCard,9534.37,10/21/2023,12/17/2023,Pending,4/23/2023
1042,101042,1042,5/20/2023,Withdrawal,4061.58,44,1042,Visa,7415.98,6/17/2023,12/27/2023,Resolved,5/25/2023
1043,101043,1043,6/16/2023,Deposit,2881.63,23,1043,AMEX,4730.10,10/18/2023,7/16/2023,Pending,5/13/2023
1044,101044,1044,8/1/2023,Withdrawal,4119.57,42,1044,MasterCard,2987.37,12/10/2023,12/30/2023,Resolved,8/19/2023
1045,101045,1045,6/8/2023,Transfer,3675.69,86,1045,MasterCard,9530.18,7/3/2023,11/7/2023,Pending,11/30/2023
1046,101046,1046,2/8/2023,Withdrawal,1405.86,66,1046,MasterCard,3198.87,6/15/2023,5/23/2023,Resolved,11/16/2023
1047,101047,1047,4/12/2023,Transfer,4956.16,92,1047,Visa,5893.54,2/8/2023,11/9/2023,Resolved,9/22/2023
1048,101048,1048,12/2/2023,Transfer,2457.70,19,1048,Visa,3188.56,6/6/2023,6/8/2023,Pending,7/12/2023
1049,101049,1049,4/20/2023,Deposit,2929.12,20,1049,AMEX,7540.93,1/24/2023,3/10/2023,Pending,1/19/2023
1050,101050,1050,9/21/2023,Transfer,2706.77,28,1050,AMEX,2552.52,9/4/2023,1/14/2023,Pending,2/2/2023
1051,101051,1051,10/25/2023,Withdrawal,4427.06,24,1051,Visa,6358.93,12/12/2023,10/5/2023,Pending,5/3/2023
1052,101052,1052,12/1/2023,Deposit,1406.65,91,1052,Visa,6846.65,2/13/2023,9/10/2023,Pending,11/24/2023
1053,101053,1053,11/30/2023,Deposit,317.95,2,1053,MasterCard,9675.61,1/2/2023,10/30/2023,Resolved,1/2/2023
1054,101054,1054,4/6/2023,Withdrawal,2146.18,7,1054,MasterCard,6426.19,6/26/2023,12/5/2023,Resolved,7/17/2023
1055,101055,1055,3/2/2023,Deposit,4592.41,1,1055,MasterCard,5365.41,3/11/2023,4/16/2023,Pending,2/7/2023
1056,101056,1056,5/19/2023,Withdrawal,2202.17,11,1056,MasterCard,4534.66,2/27/2023,8/22/2023,Resolved,6/6/2023
1057,101057,1057,8/18/2023,Transfer,1395.03,51,1057,MasterCard,1952.35,7/31/2023,5/8/2023,Resolved,6/23/2023
1058,101058,1058,2/1/2023,Deposit,3096.29,60,1058,MasterCard,7497.77,12/19/2023,10/25/2023,Resolved,3/1/2023
1059,101059,1059,5/13/2023,Transfer,3690.36,31,1059,MasterCard,3224.65,10/17/2023,9/5/2023,Resolved,1/7/2023
1060,101060,1060,8/23/2023,Deposit,2319.16,30,1060,MasterCard,3813.52,8/15/2023,11/13/2023,Resolved,8/2/2023
1061,101061,1061,11/28/2023,Withdrawal,1906.34,77,1061,MasterCard,1106.68,10/2/2023,5/13/2023,Pending,6/21/2023
1062,101062,1062,8/23/2023,Withdrawal,1828.88,24,1062,MasterCard,6931.13,11/19/2023,1/24/2023,Resolved,11/17/2023
1063,101063,1063,8/30/2023,Withdrawal,2112.35,18,1063,MasterCard,7829.76,4/3/2023,2/17/2023,Resolved,6/19/2023
1064,101064,1064,10/22/2023,Withdrawal,4214.93,58,1064,Visa,1849.22,2/12/2023,9/28/2023,Pending,12/26/2023
1065,101065,1065,9/6/2023,Deposit,2417.98,77,1065,MasterCard,2233.28,11/4/2023,10/11/2023,Resolved,11/11/2023
1066,101066,1066,1/23/2023,Transfer,1578.64,17,1066,AMEX,8406.67,9/8/2023,9/7/2023,Resolved,4/28/2023
1067,101067,1067,8/13/2023,Transfer,919.75,46,1067,AMEX,7612.55,4/29/2023,6/10/2023,Resolved,12/15/2023
1068,101068,1068,5/24/2023,Deposit,1420.25,94,1068,Visa,2113.90,9/15/2023,4/10/2023,Pending,12/3/2023
1069,101069,1069,11/2/2023,Deposit,2319.02,19,1069,Visa,4804.50,3/29/2023,10/30/2023,Resolved,6/30/2023
1070,101070,1070,3/13/2023,Transfer,2743.59,12,1070,Visa,3805.81,3/24/2023,12/7/2023,Resolved,10/21/2023
1071,101071,1071,8/13/2023,Transfer,3111.23,90,1071,AMEX,2474.91,5/25/2023,7/13/2023,Resolved,10/26/2023
1072,101072,1072,2/17/2023,Deposit,366.18,82,1072,Visa,4945.25,4/1/2023,2/23/2023,Pending,10/3/2023
1073,101073,1073,2/3/2023,Deposit,3069.72,12,1073,Visa,8667.64,3/21/2023,5/9/2023,Resolved,2/1/2023
1074,101074,1074,9/11/2023,Deposit,1766.45,50,1074,MasterCard,8346.43,10/1/2023,1/13/2023,Resolved,8/6/2023
1075,101075,1075,3/4/2023,Deposit,1292.28,66,1075,AMEX,6275.02,6/30/2023,12/2/2023,Pending,6/28/2023
1076,101076,1076,4/12/2023,Deposit,1661.99,20,1076,AMEX,6037.10,3/24/2023,4/11/2023,Pending,6/7/2023
1077,101077,1077,1/17/2023,Transfer,3924.48,6,1077,Visa,6891.81,2/10/2023,7/26/2023,Pending,2/20/2023
1078,101078,1078,8/29/2023,Transfer,4018.41,1,1078,Visa,9777.88,8/28/2023,8/19/2023,Resolved,8/24/2023
1079,101079,1079,10/17/2023,Withdrawal,527.75,90,1079,AMEX,8409.74,8/14/2023,10/27/2023,Pending,6/25/2023
1080,101080,1080,9/13/2023,Withdrawal,2478.42,7,1080,MasterCard,2919.65,11/5/2023,12/6/2023,Resolved,10/4/2023
1081,101081,1081,12/27/2023,Transfer,2652.20,96,1081,MasterCard,5201.39,10/26/2023,5/7/2023,Resolved,10/6/2023
1082,101082,1082,3/8/2023,Transfer,160.77,55,1082,AMEX,7718.32,2/6/2023,11/6/2023,Pending,1/26/2023
1083,101083,1083,10/7/2023,Withdrawal,3588.15,97,1083,Visa,8633.33,1/31/2023,11/30/2023,Resolved,9/7/2023
1084,101084,1084,9/23/2023,Withdrawal,1840.30,74,1084,Visa,1760.87,5/28/2023,7/14/2023,Resolved,9/26/2023
1085,101085,1085,1/5/2023,Withdrawal,2095.81,15,1085,AMEX,7244.84,3/12/2023,12/1/2023,Resolved,4/19/2023
1086,101086,1086,1/31/2023,Deposit,3053.54,95,1086,AMEX,2375.89,4/18/2023,12/30/2023,Resolved,2/19/2023
1087,101087,1087,6/1/2023,Withdrawal,2350.01,24,1087,Visa,1953.81,2/20/2023,9/13/2023,Resolved,4/30/2023
1088,101088,1088,9/24/2023,Deposit,3742.27,29,1088,AMEX,8591.74,2/7/2023,6/26/2023,Resolved,4/17/2023
1089,101089,1089,2/20/2023,Deposit,2983.33,82,1089,AMEX,8079.54,11/27/2023,3/11/2023,Pending,12/24/2023
1090,101090,1090,9/4/2023,Withdrawal,1137.91,71,1090,AMEX,7719.32,8/25/2023,5/17/2023,Resolved,5/28/2023
1091,101091,1091,2/17/2023,Transfer,4353.73,34,1091,AMEX,1217.79,6/21/2023,6/20/2023,Resolved,12/11/2023
1092,101092,1092,11/30/2023,Withdrawal,1086.81,78,1092,Visa,3311.74,2/19/2023,8/25/2023,Resolved,7/29/2023
1093,101093,1093,5/12/2023,Withdrawal,3570.53,84,1093,Visa,4879.99,12/13/2023,12/24/2023,Pending,12/31/2023
1094,101094,1094,5/16/2023,Withdrawal,3963.12,93,1094,Visa,8920.41,5/16/2023,7/11/2023,Pending,9/9/2023
1095,101095,1095,1/7/2023,Withdrawal,3444.53,37,1095,MasterCard,5708.52,11/6/2023,8/25/2023,Pending,3/18/2023
1096,101096,1096,4/29/2023,Withdrawal,2114.80,42,1096,Visa,5487.75,10/23/2023,4/5/2023,Pending,10/2/2023
1097,101097,1097,10/15/2023,Deposit,4390.99,64,1097,AMEX,1041.54,2/16/2023,9/10/2023,Resolved,7/12/2023
1098,101098,1098,12/8/2023,Withdrawal,1645.22,95,1098,MasterCard,8467.80,1/4/2023,10/20/2023,Resolved,10/22/2023
1099,101099,1099,10/5/2023,Transfer,3438.51,19,1099,MasterCard,6265.88,7/27/2023,10/9/2023,Pending,3/23/2023
1100,101100,1100,8/6/2023,Transfer,4389.54,23,1100,MasterCard,4342.23,10/31/2023,3/27/2023,Resolved,10/8/2023
1101,101101,1101,4/25/2023,Deposit,785.59,71,1101,AMEX,2444.60,11/22/2023,2/5/2023,Resolved,10/28/2023
1102,101102,1102,6/13/2023,Deposit,3266.65,6,1102,AMEX,4773.96,4/22/2023,2/15/2023,Resolved,10/25/2023
1103,101103,1103,10/12/2023,Withdrawal,4505.79,99,1103,MasterCard,3148.49,3/13/2023,11/16/2023,Pending,8/2/2023
1104,101104,1104,8/11/2023,Withdrawal,524.38,93,1104,MasterCard,5051.75,4/11/2023,7/21/2023,Pending,2/5/2023
1105,101105,1105,3/27/2023,Deposit,737.31,55,1105,MasterCard,3758.48,7/28/2023,9/13/2023,Pending,1/16/2023
1106,101106,1106,7/8/2023,Transfer,1897.50,77,1106,MasterCard,1395.76,1/29/2023,4/23/2023,Pending,8/6/2023
1107,101107,1107,2/22/2023,Withdrawal,4971.61,39,1107,AMEX,9931.99,7/10/2023,1/10/2023,Pending,8/12/2023
1108,101108,1108,11/24/2023,Transfer,1127.44,25,1108,Visa,5030.44,3/11/2023,9/6/2023,Pending,7/29/2023
1109,101109,1109,12/7/2023,Deposit,1630.35,98,1109,MasterCard,8321.98,4/3/2023,1/31/2023,Pending,9/11/2023
1110,101110,1110,1/15/2023,Transfer,4177.13,83,1110,MasterCard,2045.13,2/6/2023,3/23/2023,Resolved,4/30/2023
